owner_obf,混淆的,Searge,Spigot,Mojang,Yarn,Intermediary,kind,type,side,desc
mr,g,field_76005_g,mineWood,,,,field,,2,Is the 'getting wood' achievement.
mr,h,field_76017_h,buildWorkBench,,,,field,,2,Is the 'benchmarking' achievement.
mr,i,field_76018_i,buildPickaxe,,,,field,,2,Is the 'time to mine' achievement.
mr,j,field_76015_j,buildFurnace,,,,field,,2,Is the 'hot topic' achievement.
mr,k,field_76016_k,acquireIron,,,,field,,2,Is the 'acquire hardware' achievement.
mr,l,field_76013_l,buildHoe,,,,field,,2,Is the 'time to farm' achievement.
mr,m,field_76014_m,makeBread,,,,field,,2,Is the 'bake bread' achievement.
mr,n,field_76011_n,bakeCake,,,,field,,2,Is the 'the lie' achievement.
mr,o,field_76012_o,buildBetterPickaxe,,,,field,,2,Is the 'getting a upgrade' achievement.
mr,p,field_76026_p,cookFish,,,,field,,2,Is the 'delicious fish' achievement.
mr,q,field_76025_q,onARail,,,,field,,2,Is the 'on a rail' achievement
mr,r,field_76024_r,buildSword,,,,field,,2,Is the 'time to strike' achievement.
mr,s,field_76023_s,killEnemy,,,,field,,2,Is the 'monster hunter' achievement.
mr,t,field_76022_t,killCow,,,,field,,2,is the 'cow tipper' achievement.
mr,u,field_76021_u,flyPig,,,,field,,2,Is the 'when pig fly' achievement.
mr,v,field_76020_v,snipeSkeleton,,,,field,,2,The achievement for killing a Skeleton from 50 meters aways.
mr,w,field_76019_w,diamonds,,,,field,,2,Is the 'DIAMONDS!' achievement
mr,x,field_150966_x,diamondsToYou,,,,field,,2,
mr,y,field_76029_x,portal,,,,field,,2,Is the 'We Need to Go Deeper' achievement
mr,z,field_76028_y,ghast,,,,field,,2,Is the 'Return to Sender' achievement
mu,a,field_150960_a,,,,,field,,,
mv,b,field_150889_b,logger,,,,field,,2,
mv,c,field_150890_c,mcServer,,,,field,,2,
mv,d,field_150887_d,statsFile,,,,field,,2,
mv,e,field_150888_e,,,,,field,,,
mv,f,field_150885_f,,,,,field,,,
mv,g,field_150886_g,,,,,field,,,
mw,a,field_75978_a,statName,,,,field,,2,The Stat name
mw,b,field_75976_b,type,,,,field,,2,
mw,c,field_150957_c,objectiveCriteria,,,,field,,2,
mw,d,field_150956_d,,,,,field,,,
mw,e,field_75975_e,statId,,,,field,,2,The Stat ID
mw,f,field_75972_f,isIndependent,,,,field,,2,
mw,g,field_75980_h,simpleStatType,,,,field,,2,
mw,h,field_75981_i,timeStatType,,,,field,,2,
mw,i,field_75979_j,distanceStatType,,,,field,,2,
mw,j,field_111202_k,,,,,field,,,
mw,k,field_75977_c,numberFormat,,,,field,,2,
mw,l,field_75974_d,decimalFormat,,,,field,,2,
my,a,field_151192_a,integerValue,,,,field,,2,
my,b,field_151191_b,jsonSerializableValue,,,,field,,2,
n,a,field_179676_a,NUM_RESULT_TYPES,,,,field,,2,The number of result command result types that are possible.
n,b,field_179674_b,STRING_RESULT_TYPES,,,,field,,2,
n,c,field_179675_c,entitiesID,,,,field,,2,"List of entityID who set a stat, username for a player, UUID for all entities"
n,d,field_179673_d,objectives,,,,field,,2,List of all the Objectives names
n$1,a,field_181547_a,,,,,field,,,
n$1,b,field_181548_b,,,,,field,,,
n$a,a,SUCCESS_COUNT,,,,,field,,,
n$a,b,AFFECTED_BLOCKS,,,,,field,,,
n$a,c,AFFECTED_ENTITIES,,,,,field,,,
n$a,d,AFFECTED_ITEMS,,,,,field,,,
n$a,e,QUERY_RESULT,,,,,field,,,
n$a,f,field_179639_f,typeID,,,,field,,2,The integer ID of the Result Type.
n$a,g,field_179640_g,typeName,,,,field,,2,The string representation of the type.
n$a,h,$VALUES,,,,,field,,,
na,A,field_151186_x,animalsBredStat,,,,field,,2,the number of animals you have bred
na,B,field_75932_A,playerKillsStat,,,,field,,2,counts the number of times you've killed a player
na,C,field_75933_B,fishCaughtStat,,,,field,,2,
na,D,field_151183_A,junkFishedStat,,,,field,,2,
na,E,field_151184_B,treasureFishedStat,,,,field,,2,
na,F,field_180205_F,timesTalkedToVillagerStat,,,,field,,2,
na,G,field_180206_G,timesTradedWithVillagerStat,,,,field,,2,
na,H,field_181724_H,,,,,field,,,
na,I,field_181725_I,,,,,field,,,
na,J,field_181726_J,,,,,field,,,
na,K,field_181727_K,,,,,field,,,
na,L,field_181728_L,,,,,field,,,
na,M,field_181729_M,,,,,field,,,
na,N,field_181730_N,,,,,field,,,
na,O,field_181731_O,,,,,field,,,
na,P,field_181732_P,,,,,field,,,
na,Q,field_181733_Q,,,,,field,,,
na,R,field_181734_R,,,,,field,,,
na,S,field_181735_S,,,,,field,,,
na,T,field_181736_T,,,,,field,,,
na,U,field_181737_U,,,,,field,,,
na,V,field_181738_V,,,,,field,,,
na,W,field_181739_W,,,,,field,,,
na,X,field_181740_X,,,,,field,,,
na,Y,field_181741_Y,,,,,field,,,
na,Z,field_181742_Z,,,,,field,,,
na,a,field_75942_a,oneShotStats,,,,field,,2,Tracks one-off stats.
na,aa,field_181723_aa,,,,,field,,,
na,ab,field_75934_C,mineBlockStatArray,,,,field,,2,
na,ac,field_75928_D,objectCraftStats,,,,field,,2,Tracks the number of items a given block or item has been crafted.
na,ad,field_75929_E,objectUseStats,,,,field,,2,Tracks the number of times a given block or item has been used.
na,ae,field_75930_F,objectBreakStats,,,,field,,2,Tracks the number of times a given block or item has been broken.
na,b,field_75940_b,allStats,,,,field,,2,
na,c,field_75941_c,generalStats,,,,field,,2,
na,d,field_75938_d,itemStats,,,,field,,2,
na,e,field_75939_e,objectMineStats,,,,field,,2,Tracks the number of times a given block or item has been mined.
na,f,field_75947_j,leaveGameStat,,,,field,,2,number of times you've left a game
na,g,field_75948_k,minutesPlayedStat,,,,field,,2,number of minutes you have played
na,h,field_180209_h,timeSinceDeathStat,,,,field,,2,
na,i,field_75945_l,distanceWalkedStat,,,,field,,2,distance you've walked
na,j,field_180207_j,distanceCrouchedStat,,,,field,,2,
na,k,field_180208_k,distanceSprintedStat,,,,field,,2,
na,l,field_75946_m,distanceSwumStat,,,,field,,2,distance you have swam
na,m,field_75943_n,distanceFallenStat,,,,field,,2,the distance you have fallen
na,n,field_75944_o,distanceClimbedStat,,,,field,,2,the distance you've climbed
na,o,field_75958_p,distanceFlownStat,,,,field,,2,the distance you've flown
na,p,field_75957_q,distanceDoveStat,,,,field,,2,the distance you've dived
na,q,field_75956_r,distanceByMinecartStat,,,,field,,2,the distance you've traveled by minecart
na,r,field_75955_s,distanceByBoatStat,,,,field,,2,the distance you've traveled by boat
na,s,field_75954_t,distanceByPigStat,,,,field,,2,the distance you've traveled by pig
na,t,field_151185_q,distanceByHorseStat,,,,field,,2,
na,u,field_75953_u,jumpStat,,,,field,,2,the times you've jumped
na,v,field_75952_v,dropStat,,,,field,,2,the distance you've dropped (or times you've fallen?)
na,w,field_75951_w,damageDealtStat,,,,field,,2,the amount of damage you've dealt
na,x,field_75961_x,damageTakenStat,,,,field,,2,the amount of damage you have taken
na,y,field_75960_y,deathsStat,,,,field,,2,the number of times you have died
na,z,field_75959_z,mobKillsStat,,,,field,,2,the number of mobs you have killed
nb,a,field_150875_a,statsData,,,,field,,2,
nc,a,field_151004_a,underlyingSet,,,,field,,2,The set for this ForwardingSet to forward methods to.
ne,a,field_181158_a,,,,,field,,,
ne,b,field_180218_a,map,,,,field,,2,
ne,c,field_180216_b,knownKeys,,,,field,,2,
ne,d,field_180217_c,baseClass,,,,field,,2,
ne,e,field_181745_e,values,,,,field,,2,
ne$1,a,field_180211_a,,,,,field,,,
ne$1,b,field_180210_b,,,,,field,,,
net/minecraft/client/main/Main$1,a,field_178749_a,,,,,field,,,
net/minecraft/client/main/Main$1,b,field_178748_b,,,,,field,,,
net/minecraft/realms/DisconnectedRealmsScreen,lines,lines,,,,,field,,,
net/minecraft/realms/DisconnectedRealmsScreen,parent,parent,,,,,field,,,
net/minecraft/realms/DisconnectedRealmsScreen,reason,reason,,,,,field,,,
net/minecraft/realms/DisconnectedRealmsScreen,textHeight,textHeight,,,,,field,,,
net/minecraft/realms/DisconnectedRealmsScreen,title,title,,,,,field,,,
net/minecraft/realms/RealmsAnvilLevelStorageSource,levelStorageSource,levelStorageSource,,,,,field,,,
net/minecraft/realms/RealmsBridge,LOGGER,LOGGER,,,,,field,,,
net/minecraft/realms/RealmsBridge,previousScreen,previousScreen,,,,,field,,,
net/minecraft/realms/RealmsBufferBuilder,b,b,,,,,field,,,
net/minecraft/realms/RealmsButton,WIDGETS_LOCATION,WIDGETS_LOCATION,,,,,field,,,
net/minecraft/realms/RealmsButton,proxy,proxy,,,,,field,,,
net/minecraft/realms/RealmsClickableScrolledSelectionList,proxy,proxy,,,,,field,,,
net/minecraft/realms/RealmsConnect,LOGGER,LOGGER,,,,,field,,,
net/minecraft/realms/RealmsConnect,aborted,aborted,,,,,field,,,
net/minecraft/realms/RealmsConnect,connection,connection,,,,,field,,,
net/minecraft/realms/RealmsConnect,onlineScreen,onlineScreen,,,,,field,,,
net/minecraft/realms/RealmsConnect$1,a,field_154355_a,,,,,field,,,
net/minecraft/realms/RealmsConnect$1,b,field_154356_b,,,,,field,,,
net/minecraft/realms/RealmsConnect$1,c,field_154357_c,,,,,field,,,
net/minecraft/realms/RealmsDefaultVertexFormat,BLOCK,BLOCK,,,,,field,,,
net/minecraft/realms/RealmsDefaultVertexFormat,BLOCK_NORMALS,BLOCK_NORMALS,,,,,field,,,
net/minecraft/realms/RealmsDefaultVertexFormat,ELEMENT_COLOR,ELEMENT_COLOR,,,,,field,,,
net/minecraft/realms/RealmsDefaultVertexFormat,ELEMENT_NORMAL,ELEMENT_NORMAL,,,,,field,,,
net/minecraft/realms/RealmsDefaultVertexFormat,ELEMENT_PADDING,ELEMENT_PADDING,,,,,field,,,
net/minecraft/realms/RealmsDefaultVertexFormat,ELEMENT_POSITION,ELEMENT_POSITION,,,,,field,,,
net/minecraft/realms/RealmsDefaultVertexFormat,ELEMENT_UV0,ELEMENT_UV0,,,,,field,,,
net/minecraft/realms/RealmsDefaultVertexFormat,ELEMENT_UV1,ELEMENT_UV1,,,,,field,,,
net/minecraft/realms/RealmsDefaultVertexFormat,ENTITY,ENTITY,,,,,field,,,
net/minecraft/realms/RealmsDefaultVertexFormat,PARTICLE,PARTICLE,,,,,field,,,
net/minecraft/realms/RealmsDefaultVertexFormat,POSITION,POSITION,,,,,field,,,
net/minecraft/realms/RealmsDefaultVertexFormat,POSITION_COLOR,POSITION_COLOR,,,,,field,,,
net/minecraft/realms/RealmsDefaultVertexFormat,POSITION_NORMAL,POSITION_NORMAL,,,,,field,,,
net/minecraft/realms/RealmsDefaultVertexFormat,POSITION_TEX,POSITION_TEX,,,,,field,,,
net/minecraft/realms/RealmsDefaultVertexFormat,POSITION_TEX2_COLOR,POSITION_TEX2_COLOR,,,,,field,,,
net/minecraft/realms/RealmsDefaultVertexFormat,POSITION_TEX_COLOR,POSITION_TEX_COLOR,,,,,field,,,
net/minecraft/realms/RealmsDefaultVertexFormat,POSITION_TEX_COLOR_NORMAL,POSITION_TEX_COLOR_NORMAL,,,,,field,,,
net/minecraft/realms/RealmsDefaultVertexFormat,POSITION_TEX_NORMAL,POSITION_TEX_NORMAL,,,,,field,,,
net/minecraft/realms/RealmsEditBox,editBox,editBox,,,,,field,,,
net/minecraft/realms/RealmsLevelSummary,levelSummary,levelSummary,,,,,field,,,
net/minecraft/realms/RealmsScreen,SKIN_HAT_HEIGHT,SKIN_HAT_HEIGHT,,,,,field,,,
net/minecraft/realms/RealmsScreen,SKIN_HAT_U,SKIN_HAT_U,,,,,field,,,
net/minecraft/realms/RealmsScreen,SKIN_HAT_V,SKIN_HAT_V,,,,,field,,,
net/minecraft/realms/RealmsScreen,SKIN_HAT_WIDTH,SKIN_HAT_WIDTH,,,,,field,,,
net/minecraft/realms/RealmsScreen,SKIN_HEAD_HEIGHT,SKIN_HEAD_HEIGHT,,,,,field,,,
net/minecraft/realms/RealmsScreen,SKIN_HEAD_U,SKIN_HEAD_U,,,,,field,,,
net/minecraft/realms/RealmsScreen,SKIN_HEAD_V,SKIN_HEAD_V,,,,,field,,,
net/minecraft/realms/RealmsScreen,SKIN_HEAD_WIDTH,SKIN_HEAD_WIDTH,,,,,field,,,
net/minecraft/realms/RealmsScreen,SKIN_TEX_HEIGHT,SKIN_TEX_HEIGHT,,,,,field,,,
net/minecraft/realms/RealmsScreen,SKIN_TEX_WIDTH,SKIN_TEX_WIDTH,,,,,field,,,
net/minecraft/realms/RealmsScreen,height,height,,,,,field,,,
net/minecraft/realms/RealmsScreen,minecraft,minecraft,,,,,field,,,
net/minecraft/realms/RealmsScreen,proxy,proxy,,,,,field,,,
net/minecraft/realms/RealmsScreen,width,width,,,,,field,,,
net/minecraft/realms/RealmsScrolledSelectionList,proxy,proxy,,,,,field,,,
net/minecraft/realms/RealmsServerAddress,host,host,,,,,field,,,
net/minecraft/realms/RealmsServerAddress,port,port,,,,,field,,,
net/minecraft/realms/RealmsServerPing,lastPingSnapshot,lastPingSnapshot,,,,,field,,,
net/minecraft/realms/RealmsServerPing,nrOfPlayers,nrOfPlayers,,,,,field,,,
net/minecraft/realms/RealmsServerPing,playerList,playerList,,,,,field,,,
net/minecraft/realms/RealmsServerStatusPinger,LOGGER,LOGGER,,,,,field,,,
net/minecraft/realms/RealmsServerStatusPinger,connections,connections,,,,,field,,,
net/minecraft/realms/RealmsServerStatusPinger$1,a,field_154341_a,,,,,field,,,
net/minecraft/realms/RealmsServerStatusPinger$1,b,field_154342_b,,,,,field,,,
net/minecraft/realms/RealmsServerStatusPinger$1,c,field_154343_c,,,,,field,,,
net/minecraft/realms/RealmsServerStatusPinger$1,d,field_154344_d,,,,,field,,,
net/minecraft/realms/RealmsServerStatusPinger$1,e,field_154345_e,,,,,field,,,
net/minecraft/realms/RealmsSharedConstants,ILLEGAL_FILE_CHARACTERS,ILLEGAL_FILE_CHARACTERS,,,,,field,,,
net/minecraft/realms/RealmsSharedConstants,NETWORK_PROTOCOL_VERSION,NETWORK_PROTOCOL_VERSION,,,,,field,,,
net/minecraft/realms/RealmsSharedConstants,TICKS_PER_SECOND,TICKS_PER_SECOND,,,,,field,,,
net/minecraft/realms/RealmsSharedConstants,VERSION_STRING,VERSION_STRING,,,,,field,,,
net/minecraft/realms/RealmsSimpleScrolledSelectionList,proxy,proxy,,,,,field,,,
net/minecraft/realms/RealmsSliderButton,maxValue,maxValue,,,,,field,,,
net/minecraft/realms/RealmsSliderButton,minValue,minValue,,,,,field,,,
net/minecraft/realms/RealmsSliderButton,sliding,sliding,,,,,field,,,
net/minecraft/realms/RealmsSliderButton,steps,steps,,,,,field,,,
net/minecraft/realms/RealmsSliderButton,value,value,,,,,field,,,
net/minecraft/realms/RealmsVertexFormat,v,v,,,,,field,,,
net/minecraft/realms/RealmsVertexFormatElement,v,v,,,,,field,,,
net/minecraft/realms/Tezzelator,instance,instance,,,,,field,,,
net/minecraft/realms/Tezzelator,t,t,,,,,field,,,
net/minecraft/server/MinecraftServer,A,field_71324_y,canSpawnAnimals,,,,field,,2,True if the server has animals turned on.
net/minecraft/server/MinecraftServer,B,field_71323_z,canSpawnNPCs,,,,field,,2,
net/minecraft/server/MinecraftServer,C,field_71284_A,pvpEnabled,,,,field,,2,Indicates whether PvP is active on the server or not.
net/minecraft/server/MinecraftServer,D,field_71285_B,allowFlight,,,,field,,2,Determines if flight is allowed or not.
net/minecraft/server/MinecraftServer,E,field_71286_C,motd,,,,field,,2,The server MOTD string.
net/minecraft/server/MinecraftServer,F,field_71280_D,buildLimit,,,,field,,2,Maximum build height.
net/minecraft/server/MinecraftServer,G,field_143008_E,maxPlayerIdleMinutes,,,,field,,2,
net/minecraft/server/MinecraftServer,H,field_71292_I,serverKeyPair,,,,field,,2,
net/minecraft/server/MinecraftServer,I,field_71293_J,serverOwner,,,,field,,2,Username of the server owner (for integrated servers)
net/minecraft/server/MinecraftServer,J,field_71294_K,folderName,,,,field,,2,
net/minecraft/server/MinecraftServer,K,field_71287_L,worldName,,,,field,,0,
net/minecraft/server/MinecraftServer,L,field_71288_M,isDemo,,,,field,,2,
net/minecraft/server/MinecraftServer,M,field_71289_N,enableBonusChest,,,,field,,2,
net/minecraft/server/MinecraftServer,N,field_71290_O,worldIsBeingDeleted,,,,field,,2,"If true, there is no need to save chunks or stop the server, because that is already being done."
net/minecraft/server/MinecraftServer,O,field_147141_M,resourcePackUrl,,,,field,,2,The texture pack for the server
net/minecraft/server/MinecraftServer,P,field_175588_P,resourcePackHash,,,,field,,2,
net/minecraft/server/MinecraftServer,Q,field_71296_Q,serverIsRunning,,,,field,,2,
net/minecraft/server/MinecraftServer,R,field_71299_R,timeOfLastWarning,,,,field,,2,"Set when warned for ""Can't keep up"", which triggers again after 15 seconds."
net/minecraft/server/MinecraftServer,S,field_71298_S,userMessage,,,,field,,2,
net/minecraft/server/MinecraftServer,T,field_71295_T,startProfiling,,,,field,,2,
net/minecraft/server/MinecraftServer,U,field_104057_T,isGamemodeForced,,,,field,,2,
net/minecraft/server/MinecraftServer,V,field_152364_T,authService,,,,field,,2,
net/minecraft/server/MinecraftServer,W,field_147143_S,sessionService,,,,field,,2,
net/minecraft/server/MinecraftServer,X,field_147142_T,nanoTimeSinceStatusRefresh,,,,field,,2,
net/minecraft/server/MinecraftServer,Y,field_152365_W,profileRepo,,,,field,,2,
net/minecraft/server/MinecraftServer,Z,field_152366_X,profileCache,,,,field,,2,
net/minecraft/server/MinecraftServer,a,field_152367_a,USER_CACHE_FILE,,,,field,,2,
net/minecraft/server/MinecraftServer,aa,field_175590_aa,serverThread,,,,field,,2,
net/minecraft/server/MinecraftServer,ab,field_175591_ab,currentTime,,,,field,,2,
net/minecraft/server/MinecraftServer,b,field_71321_q,commandManager,,,,field,,2,
net/minecraft/server/MinecraftServer,c,field_71304_b,theProfiler,,,,field,,2,
net/minecraft/server/MinecraftServer,d,field_71305_c,worldServers,,,,field,,2,The server world instances.
net/minecraft/server/MinecraftServer,e,field_110456_c,serverProxy,,,,field,,2,
net/minecraft/server/MinecraftServer,f,field_71302_d,currentTask,,,,field,,2,The task the server is currently working on(and will output on outputPercentRemaining).
net/minecraft/server/MinecraftServer,g,field_71303_e,percentDone,,,,field,,2,The percentage of the current task finished so far.
net/minecraft/server/MinecraftServer,h,field_71311_j,tickTimeArray,,,,field,,2,
net/minecraft/server/MinecraftServer,i,field_71312_k,timeOfLastDimensionTick,,,,field,,2,Stats are [dimension][tick%100] system.nanoTime is stored.
net/minecraft/server/MinecraftServer,j,field_175589_i,futureTaskQueue,,,,field,,2,
net/minecraft/server/MinecraftServer,k,field_147145_h,logger,,,,field,,2,
net/minecraft/server/MinecraftServer,l,field_71309_l,mcServer,,,,field,,2,Instance of Minecraft Server.
net/minecraft/server/MinecraftServer,m,field_71310_m,anvilConverterForAnvilFile,,,,field,,2,
net/minecraft/server/MinecraftServer,n,field_71307_n,usageSnooper,,,,field,,2,The PlayerUsageSnooper instance.
net/minecraft/server/MinecraftServer,o,field_71308_o,anvilFile,,,,field,,2,
net/minecraft/server/MinecraftServer,p,field_71322_p,playersOnline,,,,field,,2,List of names of players who are online.
net/minecraft/server/MinecraftServer,q,field_147144_o,networkSystem,,,,field,,2,
net/minecraft/server/MinecraftServer,r,field_147147_p,statusResponse,,,,field,,2,
net/minecraft/server/MinecraftServer,s,field_147146_q,random,,,,field,,2,
net/minecraft/server/MinecraftServer,t,field_71320_r,hostname,,,,field,,1,The server's hostname.
net/minecraft/server/MinecraftServer,u,field_71319_s,serverPort,,,,field,,2,The server's port.
net/minecraft/server/MinecraftServer,v,field_71318_t,serverConfigManager,,,,field,,2,The ServerConfigurationManager instance.
net/minecraft/server/MinecraftServer,w,field_71317_u,serverRunning,,,,field,,2,Indicates whether the server is running or not. Set to false to initiate a shutdown.
net/minecraft/server/MinecraftServer,x,field_71316_v,serverStopped,,,,field,,2,Indicates to other classes that the server is safely stopped.
net/minecraft/server/MinecraftServer,y,field_71315_w,tickCounter,,,,field,,2,Incremented every tick.
net/minecraft/server/MinecraftServer,z,field_71325_x,onlineMode,,,,field,,2,True if the server is in online mode.
net/minecraft/server/MinecraftServer$1,a,field_74267_a,,,,,field,,,
net/minecraft/server/MinecraftServer$1,b,field_96245_b,startTime,,,,field,,2,
net/minecraft/server/MinecraftServer$2,a,field_96244_a,,,,,field,,,
net/minecraft/server/MinecraftServer$3,a,field_73716_a,,,,,field,,,
net/minecraft/server/MinecraftServer$4,a,field_74274_a,,,,,field,,,
ng,a,field_180198_a,LOGGER,,,,field,,2,
nh,a,field_181752_a,frames,,,,field,,0,An array with the last 240 frames
nh,b,field_181753_b,lastIndex,,,,field,,0,The last index used when 240 frames have been set
nh,c,field_181754_c,counter,,,,field,,0,A counter
nh,d,field_181755_d,index,,,,field,,0,The next index to use in the array
nj,a,field_180193_a,,,,,field,,,
nj,b,field_151228_a,downloadThreadsStarted,,,,field,,2,The number of download threads that we have started so far.
nj,c,field_151227_b,logger,,,,field,,2,
nj$1,a,field_151199_a,,,,,field,,,
nj$1,b,field_151197_b,,,,,field,,,
nj$1,c,field_151198_c,,,,,field,,,
nj$1,d,field_151195_d,,,,,field,,,
nj$1,e,field_151196_e,,,,,field,,,
nj$1,f,field_151194_g,,,,,field,,,
nk,a,field_76117_a,internalMap,,,,field,,2,
nl,a,field_181757_a,CACHE,,,,field,,0,
nm,a,field_76055_a,slots,,,,field,,2,An array of HashEntries representing the heads of hash slot lists
nm,b,field_76053_b,count,,,,field,,2,The number of items stored in this map
nm,c,field_76054_c,threshold,,,,field,,2,The grow threshold
nm,d,field_76051_d,growFactor,,,,field,,2,The scale factor used to determine when to grow the table
nm$a,a,field_76035_a,hashEntry,,,,field,,2,The hash code of this entry
nm$a,b,field_76033_b,valueEntry,,,,field,,2,The object stored in this entry
nm$a,c,field_76034_c,nextEntry,,,,field,,2,The next entry in this slot
nm$a,d,field_76032_d,slotHash,,,,field,,2,The id of the hash slot computed from the hash
no,a,field_179283_a,value,,,,field,,2,
no,b,field_179282_b,isLoaded,,,,field,,2,
np,a,field_152759_a,,,,,field,,,
np,b,field_152760_b,,,,,field,,,
np,c,field_152761_c,,,,,field,,,
np,d,field_152762_d,,,,,field,,,
np,e,field_152763_e,,,,,field,,,
nq,a,field_76169_a,hashArray,,,,field,,2,the array of all elements in the hash
nq,b,field_76167_b,numHashElements,,,,field,,2,the number of elements in the hash array
nq,c,field_180201_c,mask,,,,field,,2,
nq,d,field_76168_c,capacity,,,,field,,2,the maximum amount of elements in the hash (probably 3/4 the size due to meh hashing function)
nq,e,field_76165_d,percentUseable,,,,field,,2,percent of the hasharray that can be used without hash colliding probably
nq,f,field_76166_e,modCount,,,,field,,2,count of times elements have been added/removed
nq$a,a,field_76150_a,key,,,,field,,2,the key as a long (for playerInstances it is the x in the most significant 32 bits and then y)
nq$a,b,field_76148_b,value,,,,field,,2,the value held by the hash at the specified key
nq$a,c,field_76149_c,nextEntry,,,,field,,2,the next hashentry in the table
nq$a,d,field_76147_d,hash,,,,field,,2,
nr$1,a,field_151231_a,,,,,field,,,
nr$1,b,field_151230_b,,,,,field,,,
ns,a,field_180189_a,SQRT_2,,,,field,,2,
ns,b,field_76144_a,SIN_TABLE,,,,field,,2,"A table of sin values computed from 0 (inclusive) to 2*pi (exclusive), with steps of 2*PI / 65536."
ns,c,field_151242_b,multiplyDeBruijnBitPosition,,,,field,,2,"Though it looks like an array, this is really more like a mapping.  Key (index of this array) is the upper 5 bits of the result of multiplying a 32-bit unsigned integer by the B(2, 5) De Bruijn sequence 0x077CB531.  Value (value stored in the array) is the unique index (from the right) of the leftmost one-bit in a 32-bit unsigned integer that can cause the upper 5 bits to get that value.  Used for highly optimized ""find the log-base-2 of this number"" calculations."
ns,d,field_181163_d,,,,,field,,,
ns,e,field_181164_e,,,,,field,,,
ns,f,field_181165_f,,,,,field,,,
nt,a,field_76327_a,profilingEnabled,,,,field,,2,Flag profiling enabled
nt,b,field_151234_b,logger,,,,field,,2,
nt,c,field_76325_b,sectionList,,,,field,,2,List of parent sections
nt,d,field_76326_c,timestampList,,,,field,,2,List of timestamps (System.nanoTime)
nt,e,field_76323_d,profilingSection,,,,field,,2,Current profiling section
nt,f,field_76324_e,profilingMap,,,,field,,2,Profiling map
nt$a,a,field_76332_a,,,,,field,,,
nt$a,b,field_76330_b,,,,,field,,,
nt$a,c,field_76331_c,,,,,field,,,
nv,a,field_76336_a,,,,,field,,,
nv,b,field_76334_b,,,,,field,,,
nv,c,field_76335_c,,,,,field,,,
nx,a,field_76339_a,patternControlCode,,,,field,,2,
nz,a,a,,,,,field,,,
nz,b,b,,,,,field,,,
o,a,field_82389_a,tokenPattern,,,,field,,2,"This matches the at-tokens introduced for command blocks, including their arguments, if any."
o,b,field_82387_b,intListPattern,,,,field,,2,"This matches things like ""-1,,4"", and is used for getting x,y,z,range from the token's argument list."
o,c,field_82388_c,keyValueListPattern,,,,field,,2,"This matches things like ""rm=4,c=2"" and is used for handling named token arguments."
o,d,field_179666_d,WORLD_BINDING_ARGS,,,,field,,2,A set of arguments that will change the selector's world list to the sender's world instead of all the worlds when present
o$1,a,field_179615_a,,,,,field,,,
o$1,b,field_179614_b,,,,,field,,,
o$10,a,field_179602_a,,,,,field,,,
o$10,b,field_179601_b,,,,,field,,,
o$11,a,field_179599_a,,,,,field,,,
o$11,b,field_179597_b,,,,,field,,,
o$11,c,field_179598_c,,,,,field,,,
o$11,d,field_179595_d,,,,,field,,,
o$11,e,field_179596_e,,,,,field,,,
o$12,a,field_179593_a,,,,,field,,,
o$12,b,field_179592_b,,,,,field,,,
o$2,a,field_179618_a,,,,,field,,,
o$2,b,field_179617_b,,,,,field,,,
o$3,a,field_179610_a,,,,,field,,,
o$4,a,field_179612_a,,,,,field,,,
o$6,a,field_179627_a,,,,,field,,,
o$6,b,field_179626_b,,,,,field,,,
o$7,a,field_179620_a,,,,,field,,,
o$8,a,field_179623_a,,,,,field,,,
o$8,b,field_179622_b,,,,,field,,,
o$9,a,field_179604_a,,,,,field,,,
oa$a,a,field_76292_a,itemWeight,,,,field,,2,The Weight is how often the item is chosen(higher number is higher chance(lower is lower))
ob,b,field_76297_b,theItemId,,,,field,,2,The Item/Block ID to generate in the Chest.
ob,c,field_76295_d,minStackSize,,,,field,,2,The minimum stack size of generated item.
ob,d,field_76296_e,maxStackSize,,,,field,,2,The maximum stack size of generated item.
of,a,field_70479_a,name,,,,field,,2,Name of the chest.
of,b,field_70477_b,upperChest,,,,field,,2,Inventory object corresponding to double chest upper part
of,c,field_70478_c,lowerChest,,,,field,,2,Inventory object corresponding to double chest lower part
oi,a,field_180177_a,RANDOM,,,,field,,2,
oj,a,PEACEFUL,,,,,field,,,
oj,b,EASY,,,,,field,,,
oj,c,NORMAL,,,,,field,,,
oj,d,HARD,,,,,field,,,
oj,e,field_151530_e,difficultyEnums,,,,field,,2,
oj,f,field_151527_f,difficultyId,,,,field,,2,
oj,g,field_151528_g,difficultyResourceKey,,,,field,,2,
oj,h,$VALUES,,,,,field,,,
ok,a,field_180172_a,worldDifficulty,,,,field,,2,
ok,b,field_180171_b,additionalDifficulty,,,,field,,2,
on,a,field_180162_a,EMPTY_CODE,,,,field,,2,
on,b,field_180161_b,lock,,,,field,,2,
oq,a,field_70483_a,inventoryTitle,,,,field,,2,
oq,b,field_70481_b,slotsCount,,,,field,,2,
oq,c,field_70482_c,inventoryContents,,,,field,,2,
oq,d,field_70480_d,changeListeners,,,,field,,2,Listeners notified when any item in this inventory is changed.
oq,e,field_94051_e,hasCustomName,,,,field,,2,
or,a,field_152773_a,snooperStats,,,,field,,2,The snooper Map of stats
or,b,field_152774_b,clientStats,,,,field,,2,The client Map of stats
